municipality,state,Country,admin_scale,lat,lng,passed,end_date_earliest,end_date_legist,end_date_rent_relief,end_date_court,policy_summary,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO,range,has_expired_protections,bool_legist_exist,bool_rent_relief_exist,bool_court_exist
Ventura County,California,United States,County,34.4458248,-119.0779359,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,Emergency moratorium on all residential and commercial evictions for tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords and document inability to pay within 30 days after rent is due.,Legistlative Eviction Protection,https://secured.countyofventura.org/COBPortal/Ordinance/Documents/County%20of%20Ventura/4563.pdf,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",7,8,2,3,-5.5,-2,0,0,0,1.5,0,USA,2,TRUE,TRUE,FALSE,FALSE
Vermont,Vermont,United States,State,44.5990718,-72.5002608,TRUE,2020-05-31 07:00:00,,,2020-05-31 07:00:00,Suspends hearings on evictions except in emergency landlord tenant hearings.,,https://www.vermontjudiciary.org/sites/default/files/documents/AO%2049%20-%20Declaration%20of%20Judicial%20Emergency%20and%20Changes%20to%20Court%20Procedures%20with%20amendments%20through%204-9-20.pdf,https://www.burlingtontenantsunion.com/,Eviction Enforcement Suspended,"The Supreme Court of Vermont had suspended all non-emergency civil cases, at the discretion of the judge, but ordered hearings resume on June 1. State lawmakers passed and the governor signed on May 14 emergency legislation that stays evictions cases, orders and executions until 30 days after the Governor declares an end to the state of emergency.  The Governor has extended the State of Emergency until August 15th which means he Eviction Moratorium in place by the Vermont State legislature is also extended. To prevent a surge of evictions when the moratorium ends, the legislature passed rental and foreclosure assistance relief and has passed funding to combat homelessness during the pandemic.",8.5,0,0,2,0,0,0,0,0,6.5,0,USA,2,TRUE,TRUE,FALSE,TRUE
Virgin Islands,Virgin Islands,United States,State,18.4024395,-64.5661642,TRUE,,,,2020-07-12 07:00:00,Supreme Court of the Virgin Islands stayed all orders of eviction and foreclosure until 6/1/20. Filings are essential service and will continue to be allowed.,,https://www.vicourts.org/UserFiles/Servers/Server_9784218/File/News/2020/Admin%20Order%20-%20COVID%202020-002%20FINAL%20esig%20(002).pdf,,Eviction Cases & Enforcement Suspended,"The Supreme Court of the Virgin Islands stayed all orders of eviction and foreclosure not yet executed until 6/15/20. As of 06/15/20, a party seeking an eviction order must provide notice to the tenant and the court that the property is not covered under the CARES Act.",10,0,2,3,0,0,0,0,0,5,0,USA,2,FALSE,FALSE,FALSE,TRUE
Virginia,Virginia,United States,State,37.1232245,-78.4927721,TRUE,2020-05-17 07:00:00,,,2020-05-17 07:00:00,"The Supreme Court of Virginia continued all eviction proceedings until April 26, 2020. The Governor directed state agencies to assist Virginians in avoiding evictions and foreclosures. The Attorney General has sent warning letters to landlords thretening to evict tenants during the COVID-19 pandemic.",,http://www.vacourts.gov/news/items/covid/2020_0422_scv_order_extending_declaration_of_judicial_emergency.pdf,,Eviction Cases can Resume (Remote or In-Person),"The Governor's eviction moratorium expired on 6/28 with the passage of a $50 million rent and foreclosure relief program (RMRP). Evictions are resuming both in person and remotely (at the discretion of the court). Now that the CARES Act has expired, the earliest an unlawful detainer may be filed against a tenant living in a dwelling covered by the CARES Act is August 26, 2020—this would allow for the tenant to be on notice 30 days after the landlord to have provided notice. Under emergency House Bill 340, tenants who are defendants in unlawful detainer proceedings for the nonpayment of rent who have been affected by the pandemic, may seek a 60 day continuance if their court date for an eviction is scheduled for September 10, 2020 or earlier. In order for the court to grant the continuance, an individual must show up to the initial court date and  bring written proof that income was lost between March 10 and June 10. During the crisis period, electricity, natural gas, water and sewer utilities regulated by the State Corportation Commission must suspend service disconnections and charge no late fees or reconnection charges because of COVID-19 issues through 8/31.",-7,0,0,3,0,0,0,0,0,-10,0,USA,1,TRUE,TRUE,FALSE,TRUE
Washington,Washington,United States,State,38.8949855,-77.0365708,TRUE,2020-10-15 07:00:00,2020-10-15 07:00:00,2020-10-15 07:00:00,2020-10-15 07:00:00,Governor has issued a temporary moratorium on all commerical and residential evictions and prohibits law enforcement from enforcing past orders of eviction. Provides an exception for cases where a landlord/owner can show that eviction is necessary for a public health or safety reason. Late fees cannot be assessed; rent cannot be raised until 6/4,Legistlative Eviction Protection,https://www.governor.wa.gov/sites/default/files/proclamations/20-19.3%20Coronavirus%20Evictions%20%28tmp%29.pdf?utm_medium=email&utm_source=govdelivery,https://www.washingtonlawhelp.org/resource/coronavirus-you-cannot-be-evicted-if-you-cannot-pay-the-rent?ref=QBpps,Eviction Cases & Enforcement Suspended,"The Governor of Washington issued a temporary moratorium on residential evictions and prohibited law enforcement from enforcing past orders of eviction until August 1, 2020. The order also forbids assessing late fees or raising rent during this period. It further requires landlords to offer reasonable repayment plans when non-payment was a result of Covid-19 related hardship. Cases in which the landlord/owner can show that eviction is necessary for health or safety or where the landlord seeks to sell or personally occupy the property are excepted. The city of Seattle has also extended the right to a repayment plan, a moratorium on late fees, and established the inability to pay rent as a defense to eviction for 6 months after the civil emergency expires.",32,8,7,2,2,1,0,3,-1.5,6.5,4,USA,3,FALSE,TRUE,TRUE,TRUE
Washoe County,Nevada,United States,County,40.5849048,-119.6131606,TRUE,2020-05-30 07:00:00,,,2020-05-30 07:00:00,"Reno Justice Court issued an Administrative Order that temporarily suspends deadlines for eviction and unlawful detainer proceedings beginning March 18. This does NOT stop evictions and eviction hearings, but allows more time for tenants to respond.",,https://www.washoecounty.us/rjc/files/news/Amended_Administrative_Order_3192020.pdf,https://nlslaw.net/,Eviction Cases & Enforcement Suspended,"The Governor signed an Executive Order on 6/25 detailing a plan to protect tenants while phasing in eviction proceedings. Residential summary eviction proceedings for non-payment/no cause and foreclosures will remain suspended until 9/1, and late fees for non-payment cannot be charged retroactively. Other residential evictions can resume 8/1. Further, residential tenants can be evicted on 8/1 if the process started prior to 3/30. Commercial evictions can begin starting 7/1. Governor is encouraging landlords to work out payment plans with tenants, and has announced a rental assistance plan to support tenants and ensure landlords recieve delinquent rents.",13,0,2,1,0,0,0,0,0,9,1,USA,2,TRUE,TRUE,FALSE,TRUE
Watsonville,California,United States,City,36.9092773,-121.7529071,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,"This is a temporary moratorium on evictions. This ordinance does NOT relieve tenants of their rental obligations. Renters should contribute the amount that they can each month, and will still be responsible for paying any back rent owed to their landlords within six months after the City of Watsonville terminates the local public health emergency. To be protected under this Ordinance, tenants must notify their landlord in writing (including email or text) as soon as they know they will be unable to pay their full rent. Tenants are required to pay all that portion of rent they are able to pay, and provide documentation to their landlord showing that their loss of income is due to the COVID-19 pandemic. The ordinance expires on May 31st, 2020, but can be extended by a vote of the City Council.",Legistlative Eviction Protection,https://www.cityofwatsonville.org/DocumentCenter/View/13203/Eviction-Moritorium-Ordinance_March_23_2020-FINAL?bidId=,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",7,10,2,3,-6.5,-2,-1,0,0,1.5,0,USA,2,TRUE,TRUE,FALSE,FALSE
Wayne County,Michigan,United States,County,42.2682408,-83.2844172,TRUE,,,,,"The Wayne County Treasurer's Office has said it will not foreclose on any properties for unpaid taxes this year. The county will forgo all foreclosures in 2020. Homeowners are still required to pay delinquent taxes, and the unpaid balance will continue to accrue interest. In April, the new Pay As You Stay (PAYS) relief program will become available to low-income homeowners.",,https://www.detroitnews.com/story/news/local/detroit-city/2020/05/13/detroit-demonstrators-urge-whitmer-extend-eviction-ban/5182328002/,https://detroitevictiondefense.org/,Eviction Cases can Resume (Remote or In-Person),"On 6/26, the Governor passed EO 2020-134 extending the state's eviction moratorium to 7/15. The moratorium ended on 7/16. Now the Eviction Diversion Program launches, awarding payments to landlords who agree not to evict tenants for housing debt accrued during COVID-19. Landlords must agree to waive late fees, and forgive up to 10% of the amount due. Households up to 100% of the state's median income are eligible for the program. Michigan's courts may still hear existing civil cases remotely or in-person if they have complied with the phased reopening plan created by the State Court Administrative Office. Court deadlines and deadlines to commence civil actions are tolled until 7/31. Property owners must submit verification that the property is exempt from the federal CARES Act moratorium.",-10,0,0,3,0,0,0,0,0,-13,0,USA,1,FALSE,FALSE,FALSE,FALSE
West Hollywood,California,United States,City,34.0923014,-118.3692894,TRUE,2020-07-31 07:00:00,2020-07-31 07:00:00,,,"The city has placed a moratorium on evictions for non-payment of rent for tenants who have lost income because of the pandemic—for example, because their hours were cut, their business closed, they were laid off, or they have extreme medical costs related to COVID-19. To be protected, tenants have 30 days after rent is due to provide written notice to the landlord (including emails or texts) that they cannot pay rent, and must provide documentation to support their claim (such as pay stubs, time cards, proof of medical care or quarantine, or notices from employers or schools). After the moratorium ends, tenants will have six months to make up the rent they couldn't pay during the emergency, and will not have to pay any late fees.",Legistlative Eviction Protection,https://weho.granicus.com/MetaViewer.php?view_id=16&event_id=1184&meta_id=185597,www.tenantstogether.org,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",10,10,2,3,-4.5,0,-1,-1,0,1.5,0,USA,2,TRUE,TRUE,FALSE,FALSE
West Lakewood,California,United States,City,33.8503463,-118.1171914,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,"During the period of local emergency declared in response to COVID-19, no landlord shall endeavor to evict a residential or commercial tenant.",Legistlative Eviction Protection,https://readywlv.org/wp-content/uploads/2020/03/City-Ordinance-278U-20.pdf,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12,8,2,3,-5.5,0,-1,3,0,1.5,1,USA,2,TRUE,TRUE,FALSE,FALSE
West Sacramento,California,United States,City,38.5804609,-121.530234,TRUE,2020-07-28 07:00:00,2020-07-28 07:00:00,,,"Moratorium on evictions of residential and commercial tenants who demonstrate COVID-19 related inabilities to pay rents. Commercial tenants are additionally protected when they close pursuant to official mandate or related loss of income. All tenants must notify landlords of inability to pay rents prior to due dates, provide documentation and pay a reduced amount based upon the amounts of lost income. Upon expiration of the emergency, tenants must repay any back due rent.",Legistlative Eviction Protection,http://astanehelaw.com/2020/03/25/west-sacramento-coronavirus-covid-19-eviction-moratorium/,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",6,8,2,3,-6.5,-2,0,0,0,1.5,0,USA,2,TRUE,TRUE,FALSE,FALSE
West Virginia,West Virginia,United States,State,38.4758406,-80.8408415,TRUE,2020-05-15 07:00:00,,,2020-05-15 07:00:00,"Because of the coronavirus emergency, the West Virginia Supreme Court has suspended virtually all court proceedings in West Virginia from March 23 through May 15, 2020. The Supreme Court has said that Landlord-Tenant cases are not emergencies, so eviction cases will not be handled between these dates.",,https://www.lawv.net/Resources/Self-Help-Library/Coronavirus/Coronavirus-COVID-19-and-Evictions,,Eviction Cases can Resume (Remote or In-Person),"The West Virginia Supreme Court of Appeals issued an order staying all trials, proceedings, statutes of limitations and other court deadlines for non-emergency actions between March 22 and May 15. Courts resumed in person proceedings on May 18. No subsquent protections have been passed.",-3,0,0,2,0,0,0,0,0,-5,0,USA,1,TRUE,TRUE,FALSE,TRUE
Westminister,California,United States,City,33.75770375,-118.037445461341,TRUE,2020-07-28 07:00:00,2020-07-28 07:00:00,,,"Landlord may not evict a residential or commercial tenant for nonpayment if nonpayment is due to decreased income or a substantial increase in out-of-pocket medical expenses caused by COVID-19. Tenant must notify the landlord in writing before the day rent is due, pay the portion of rent that tenant is able to, and provide supporting documentation within 30 days after rent is due. Tenant must repay unpaid rent within 120 days after expiration of the term.",Legistlative Eviction Protection,https://projectwestminster.com/eviction-moratorium,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",10,8,2,3,-5.5,-2,-1,3,0,1.5,1,USA,2,TRUE,TRUE,FALSE,FALSE
Whittier,California,United States,City,33.9708782,-118.0308396,TRUE,2020-07-28 07:00:00,2020-07-28 07:00:00,,,"The City Council of the City of Whittier, California has temporarily enacted a moratorium on evictions due to nonpayment of rent for residential and commercial tenants who demonstrate that their inability to pay rent is due to the Coronavirus Disease 2019 until the expiration of the Governor’s Executive Order N-28-20. Back rent owed must be paid within 120 days of the expiration of the order (including any extensions) and there will be no late fees charged on any back rent owed.",Legistlative Eviction Protection,https://online.cityofwhittier.org/OnBaseAgendaOnline/Documents/ViewDocument/REVISED%20PROPOSED%20URGENCY%20ORDINANCE%20(34572).pdf?meetingId=3072&documentType=Agenda&itemId=34572&publishId=15817&isSection=false,www.tenantstogether.org,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",2,8,2,3,-6.5,-2,-1,-3,0,1.5,0,USA,1,TRUE,TRUE,FALSE,FALSE
Wisconsin,Wisconsin,United States,State,44.4308975,-89.6884637,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,"Wisconsin Gov. Tony Evers has ordered the suspension of evictions and foreclosures during the coronavirus public health emergency. The order is effective as of March 27 and lasts for 60 days. The order stops landlords from evicting tenants ""from evicting tenants for any reason unless failure to proceed with the eviction will result in an imminent threat of serious physical harm to another person and mortgagees from commencing civil action to foreclose on real estate for 60 days."" The order does not relieve the obligation to pay rent or mortgage payments. The Supreme Court of Wisconsin has suspended in person hearings statewide and is requiring the use of technology in lieu of in person courtroom appearances. Wisconsin has directed court personnel to conduct proceedings using technology but has not cancelled or continued proceedings generally and left discretion to local courts. Some county circuit courts have postponed many types of hearings, often including eviction cases. In some locations, however, circuit courts have specified that evictions will proceed, in some cases noting that appearances should occur by telephone. There is a statutory time limit in Wisconsin for scheduling hearings after a party has raised a defense in an eviction action. (Wis. Stat. 799.206) In Wisconsin, evictions are small claims cases.",Legistlative Eviction Protection,https://evers.wi.gov/Documents/COVID19/EO15BanonEvictionsandForeclosures.pdf,https://www.tenantresourcecenter.org/pc,Evictions Can Resume (Remote),"As of 5/26 the Governor's moratorium on evictions and foreclosures for non-payment expired. Courts can conduct eviction proceedings remotely, and in June, evictions were up 40% compared to last year. Wisconsin has passed a Rental Assistance Program that provides eligible applicants may receive up to $3000. The Department of Agriculture, Trade, and Consumer Protection, created an emergency rule that landlords cannot charge late fees or penalties during COVID-19, however a legislative committee voted to block the rule. The Supreme Court explicitly declined to adopt a CARES Act pleading requirement. According to the the Public Service Commission of Wisconsin, all regulated utilities must suspend utility disconnection and suspend late fees until 9/1.",-2.5,8,5,2,2,0,-5,0,0,-14.5,0,USA,1,TRUE,TRUE,FALSE,FALSE
Woodland,California,United States,City,38.6786109,-121.7733285,TRUE,2020-07-28 07:00:00,2020-07-28 07:00:00,,,"Emergency moratorium on all residential evictions for tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords within 30 days after rent is due and document inability to pay. Tenants must also repay unpaid amounts within 6 months of the emergency's expiration, and landlords cannot charge late or collection fees.",Legistlative Eviction Protection,https://www.cityofwoodland.org/DocumentCenter/View/5442/Ord_1658-Urgency-Ordinance-Enacting-Temporary-Moratorium-on-Evictions,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12,8,2,3,-5.5,0,-1,3,0,1.5,1,USA,2,TRUE,TRUE,FALSE,FALSE
Wyoming,Wyoming,United States,State,43.1700264,-107.5685348,TRUE,2020-05-31 07:00:00,,,2020-05-31 07:00:00,"All in-person proceedings in all Circuit and District Courts and the Supreme Court in Wyoming should be suspended from the close of business on March 18, 2020 to May 31, 2020 except for emergency proceedings. Eviction proceedings are not listed as one of the emergency exceptions.",,http://www.courts.state.wy.us/wp-content/uploads/2020/04/COVID-19-Order.Extend.temp_.plan_.pdf,,Evictions Can Resume (Remote),Judges can conduct eviction hearings remotely. The legislature has allocated funding for rental relief measures that provide assistance for those struggling to pay rent due to COVID-19 financial hardship. Utilities disconnections may be suspended throughout the length of the emergency but the state has not ordered this.,-10,0,0,1,0,0,0,0,0,-11,0,USA,1,TRUE,TRUE,FALSE,TRUE
Yolo,California,United States,County,38.7184542,-121.9059001,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,"Emergency moratorium on all residential evictions for tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords within 7 days after rent is due, pay any amount able, and document inability to pay. Tenants must also repay unpaid amounts within 180 days of the local emergency's expiration, and landlords cannot charge late or collection fees.",Legistlative Eviction Protection,https://drive.google.com/file/d/1Uk1SREgVg8-naiOhEFD5STd--GIDZt-4/view,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12,8,2,3,-5.5,0,-1,3,0,1.5,1,USA,2,TRUE,TRUE,FALSE,FALSE
Monterey,California,United States,City,36.2231079,-121.3877428,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,"Urgency ordinance implementing a moratorium on evictions for nonpayment of rent effective through May 31, 2020 or the date the shelter in place order terminates, whichever is later. Tenant shall provide documentation to the owner within a reasonable time supporting the existence of the conditions relating to COVID-19. The tenant shall use reasonable efforts to notify the owner in writing before the day rent is due that the tenant is unable to pay rent for that period due to the conditions relating to COVID-19.",Legistlative Eviction Protection,https://monterey.org/Portals/0/News/Covid19/FINAL-Emergency-Ord-Evictions-3614.pdf,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",9.5,8,2,3,-4,0,-1,0,0,1.5,0,USA,2,TRUE,TRUE,FALSE,FALSE
Monterey,California,United States,City,36.2231079,-121.3877428,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,"Urgency ordinance implementing a moratorium on evictions for nonpayment of rent effective through May 31, 2020 or the date the shelter in place order terminates, whichever is later. Tenant shall provide documentation to the owner within a reasonable time supporting the existence of the conditions relating to COVID-19. The tenant shall use reasonable efforts to notify the owner in writing before the day rent is due that the tenant is unable to pay rent for that period due to the conditions relating to COVID-19.",Legistlative Eviction Protection,https://monterey.org/Portals/0/News/Covid19/FINAL-Emergency-Ord-Evictions-3614.pdf,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",9.5,8,2,3,-4,0,-1,0,0,1.5,0,USA,2,TRUE,TRUE,FALSE,FALSE
Las Vegas County,Nevada,United States,County,36.1672559,-115.1485163,TRUE,2020-07-25 07:00:00,2020-07-25 07:00:00,2020-07-25 07:00:00,,"Directive 025 lifts the moratorium on evictions and foreclosures imposed by Directive 008 in phases by allowing residential evictions and foreclosures to resume in full on September 1 for non-payment of rents and no cause evictions. Late fees or penalties for non-payment of rent or mortgage payments may not be charged retroactively. The directive reinstates residential summary evictions and unlawful detainer actions prior to September 1 for certain causes other than non-payment of rent. These caused based actions do not include non-payment of rent, but include holdover tenants, tenants at will, waste, unlawful business, nuisance, violations of controlled substance laws, and violations of lease conditions other than non-payment of rent.",Legistlative Eviction Protection,"http://gov.nv.gov/News/Press/2020/Governor_Sisolak_announced_gradual_lift_to_eviction_moratorium,_announces_rental_assistance_program/",https://www.lacsn.org/,Eviction Cases & Enforcement Suspended,"The Governor signed an Executive Order on 6/25 detailing a plan to protect tenants while phasing in eviction proceedings. Residential summary eviction proceedings for non-payment/no cause and foreclosures will remain suspended until 9/1, and late fees for non-payment cannot be charged retroactively. Other residential evictions can resume 8/1. Further, residential tenants can be evicted on 8/1 if the process started prior to 3/30. Commercial evictions can begin starting 7/1. Governor is encouraging landlords to work out payment plans with tenants, and has announced a rental assistance plan to support tenants and ensure landlords recieve delinquent rents.",13,10,7,1,1,-2,-5,-2,-1,3,1,USA,2,TRUE,TRUE,TRUE,FALSE
Ithaca,New York,United States,City,42.4396039,-76.4968019,FALSE,,,,,"Ithaca Rent Cancellation Campaign! Prohibits the eviction of residential and small-business tenants through June 2020. Calls upon renters who remain financially stable during the COVID-19 pandemic to maintain timely payment of rent. Grants to all renters the right to renew or extend their leases during the duration of the declaration of emergency, should they so choose; and that price gouging to collect higher rent or additional fees in renewed or extended leases shall be prohibited. Delivers the following letter to the Governor of New York State and the State Department of Health, to notify them of the City’s intentions to act.",,https://www.ithacatu.org/etpa,https://www.ithacatu.org/,COVID-19 Hardship Eviction Cases Suspended,"On 6/30, the Governor signed the Tenant Safe Harbor Act, which suspends evictions for tenants who can show they have suffered financial hardship during the COVID-19 emergency period (includes rental debt accrued during the eviction moratorium) until all COVID-19 restrictions on gatherings and non-essential businesses are lifted. The Governor's Executive Order prohibits initiation of and enforcement of eviction for non-payment if a tenant has experienced COVID-19 hardship, or is recieving unemployment benefits, for a period of 60 days beginning on June 20. The Governor's order also provides that landlords are prohibited from charging late fees from March 20, 2020, through August 20, 2020 and allows tenants to put their security deposits toward rent. The legislature has also enacted a measure that requires mortgage providers to offer mortgage forebearance for up to 180 days to mortgage holders, to refrain from charging late fees, and to not report late payments to credit reporting agencies.",6.5,0,0.5,2,0,0,0,0,0,4,0,USA,2,FALSE,FALSE,FALSE,FALSE
