municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Fort Bragg,California,United States,City,39.4534731,-123.81491141575,TRUE,"Emergency moratorium on all residential and commercial evictions for tenants who demonstrate COVID-19 related inabilities to pay rents, and on no-fault evictions. Tenants must notify landlords in writing within 7 days before rent is due (except April 1) and document inability to pay within 30 days of when rent is due. Tenants must also repay unpaid amounts within 180 days of the emergency's expiration, and landlords cannot charge late or collection fees.",2,Eviction Protection,https://city.fortbragg.com/DocumentCenter/View/12247/Urgency-Ordinance-960-2020,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",14.5,8,2,-1,0,-1,0,4,0,1.5,1,USA
Eureka,California,United States,City,40.8020712,-124.1636729,TRUE,Emergency moratorium on all evictions of residential tenants who demonstrate COVID-19 related inabilities to pay rents. or for no-fault evictions. Tenants must notify landlords in writing of inability to pay and provide documentation on or before 5/31/20. Tenants will have up to 180 days post-emergency to repay any back rent. Landlords cannot charge late or collection fees. Rent increases are also banned through the duration.,2,Eviction Protection,https://lostcoastoutpost.com/2020/mar/31/eureka-city-council-passes-moratorium-evictions-te/,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",18,8,4,-2.5,0,-1,0,4,0,1.5,4,USA
Encinitas,California,United States,City,33.0369867,-117.2919818,TRUE,"Emergency moratorium on all residential and commercial evictions on rent due on or after 3/27/20 for tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords in writing before rent is due, each time rent is due and for rents due between 3/27/20 and 4/1/20 by 4/7/20, and document inability to pay within 2 weeks of each notice. Tenants must also repay unpaid amounts within 6 months of the emergency's expiration, and landlords cannot charge late or collection fees.",2,Eviction Protection,https://www.lassd.org/sites/default/files/imce/Articles/LASSD%20Eviction%20Moratorium%20FAQ%20-%20City%20of%20Encinitas%204.7.20.pdf,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",16.5,8,4,-1,0,-1,0,4,0,1.5,1,USA
El Cerrito,California,United States,City,33.8410146,-117.52079778812,TRUE,"Emergency moratorium on all residential and commercial evictions for tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords in writing within 30 days after rent is due and document inability to pay. Tenants must also repay unpaid amounts within 6 months of the emergency's expiration, and landlords cannot charge late or collection fees. Includes a ""Moratorium on Judicial Foreclosures"".",2,Eviction Protection,http://ebho.org/our-work/covid19-housing-policy/,EBHO,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",13,8,2,-2.5,0,-1,0,4,0,1.5,1,USA
Pinole,California,United States,City,38.0043667,-122.2988587,TRUE,"Pinole issued a moratorium on evictions for non-payment of rent until May 31st. For tenants who can demonstrate a financial hardship due to COVID-19, the ordinance allows for a 3-month repayment period with no late fees before eviction is permitted. In order to qualify, tenants must notify their landlord of their inability to pay within 30 days of missed payment.",2,Eviction Protection,http://ebho.org/our-work/covid19-housing-policy/,EBHO,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",11,8,2,-2.5,0,-3,0,4,0,1.5,1,USA
San Pablo,California,United States,City,37.9621457,-122.3455263,TRUE,"San Pablo issued a moratorium on evictions for non-payment of rent and no-fault reasons, with the exception of owner-move-in evictions, and rent increases through May 31st. For tenants who can demonstrate a financial hardship due to COVID-19, the ordinance allows for a 12-month repayment period with no late fees before eviction is permitted. In order to qualify, tenants must notify their landlord of their inability to pay within 14 days of missed payment.",2,Eviction Protection,http://ebho.org/our-work/covid19-housing-policy/,EBHO,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",19,8,4,-2.5,0,0,0,4,0,1.5,4,USA
Contra Costa,California,United States,County,37.9034806,-121.9175345,TRUE,"Contra Costa County closed its Eviction Court and the Sheriff’s Department suspended all eviction enforcement until at least April 1st. The Contra Board of Supervisors issued a moratorium on evictions for non-payment of rent and no-fault reasons, with the exception of owner-move-in evictions; most rent increases; and late fees until May 31st. For tenants who can demonstrate a “substantial” loss of income due to COVID-19, the ordinance allows for a 120-day repayment period without late fees before eviction is permitted. These protections extend to all cities and unincorporated areas of the County alike. This means that renters in cities that have not passed local ordinances, like Walnut Creek, are now protected by the County ordinance. In cities with local ordinances that address the same subject, however, the city’s law prevails on that subject, while the County ordinance covers the remaining issues. For example, if a city has an eviction moratorium but not a rent freeze, then the County rent freeze will apply.",2,Eviction Protection,http://ebho.org/our-work/covid19-housing-policy/,EBHO,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",13,8,4,-2.5,0,-1,0,4,0,1.5,-1,USA
Cerritos,California,United States,City,33.8644291,-118.0539323,TRUE,Emergency moratorium on all residential and commercial evictions for tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must also repay unpaid amounts within 12 months of the local emergency's expiration,2,Eviction Protection,https://www.nolo.com/legal-encyclopedia/coronavirus-covid-19-california-eviction-bans-and-tenant-protections.html,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12.5,8,2,-1,0,0,0,2,0,1.5,0,USA
Artesia,California,United States,City,33.8690197,-118.0796195,TRUE,Emergency moratorium on all no-fault evictions of residential and commercial tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords in writing of inability to pay within 30 days after the date rent is due and provide documentation. Tenants will have up to 6 months post-emergency to repay any back rent. Operates as a defense to any unlawful detainer action filed on or after 3/25/20.,2,Eviction Protection,http://cityofartesia.us/DocumentCenter/View/3665,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",10,8,2,-2.5,0,-1,0,2,0,1.5,0,USA
Arcata,California,United States,City,40.866517,-124.08284,FALSE,"Emergency moratorium on all no-fault evictions of residential and commercial tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords in writing of inability to pay prior to date that rent is due, provide documentation within 7 days of when rent was due. Tenants will have up to 120 days post-emergency to repay any back rent.",2,Eviction Protection,https://www.cityofarcata.org/152/Housing,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",10,8,4,-2.5,-2,-1,0,2,0,1.5,0,USA
Antioch,California,United States,City,38.0049214,-121.805789,TRUE,Emergency moratorium on all no-fault evictions of residential and commercial tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords in writing of inability to pay within 14 days after rent is due and provide documentation. Tenants will have up to 6 months post-emergency to repay any back rent.,2,Eviction Protection,https://eastcountytoday.net/antioch-city-council-passes-temporary-moratorium-on-evictions-for-residential-and-commercial-tenants/,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",16,8,4,-2.5,0,0,0,4,0,1.5,1,USA
Albany,California,United States,City,37.88687,-122.2977475,TRUE,Emergency moratorium on all no-fault evictions of residential tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants must notify landlords in writing of inability to pay within 30 days after rent is due and provide documentation within that period. Tenants will have up to 6 months post-emergency to repay any back rent. Also imposes a rent increase moratorium on property not exempt from rent control per state law.,2,Eviction Protection,http://ebho.org/our-work/covid19-housing-policy/,EBHO,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",13,8,4,-2.5,0,-1,0,4,0,1.5,-1,USA
Alameda,California,United States,City,37.6090291,-121.899142,TRUE,"Moratorium on evictions of residential and commercial tenants who demonstrate COVID-19 related inabilities to pay rents. Also bans residential no-fault evictions for owner move-in or capital improvements. Tenants are ""encouraged"" to inform landlords of financial impacts (sample letter here), and will have 180 days to pay any rent deferred from 3/1/20 through 30 days (210 days total) following the end of the statewide or local emergencies, whichever ends first.  Freeze on rent increases for residential rent controlled units (e.g., pre-1995 multi-family units, but not single-family homes, condos or Section 8) until 1/1/21.",2,Eviction Protection,https://www.alamedaca.gov/files/sharedassets/public/alameda/city-manager/ordinance-3275.pdf,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",19.5,8,4,3,0,0,0,4,0,1.5,-1,USA
Beirut,Beirut,Lebanon,Country,33.854721,35.862286,TRUE,"A law to suspend payment deadlines have been passed from October to July. New rents are within these deadlines, however the law has severe shortcomings. First, it does not clarify what happens after July and does not include any mechanism for payments or possible exemptions; which would severely affect low and middle income dwellers amidst the worst economic crisis the country has witnessed. Second, it unjustly excludes old tenants from exemption, who are now subject to a new law that was issued in 2017 and that includes several deadlines that these tenants could not meet amidst the foreclosure due to COVID-19.",2,National / Nacional,https://housingmonitor.org/,,,,,,,,,,,,,,,LBN
Toronto,Ontario,Canada,State,,,TRUE,"The Landlord and Tenant Board, Ontario's provincial housing tribunal, has suspended the issuance of all eviction orders, cancelled all eviction hearings, and will only process applications for eviction hearings in cases of serious alleged illegal acts or endangerment of safety. Provincial government obtained an order from the Ontario Superior Court of Justice suspending enforcement of all residential eviction orders except where owner/landlord brings an urgent motion to court demonstrating circumstances that outweigh the risk posed by the pandemic. No new eviction orders will be issued by the court, and sheriffs will postpone any schedule eviction removals. Landlords can still give eviction notices but the board that reviews them has suspended all hearings until further notice ""except for urgent disputes such as those involving illegal acts or serious safety concerns."" Sheriffs will not enfoce new eviction notices.",3,housing tribunal operations,http://www.sjto.gov.on.ca/ltb-march-19-2020landlord-and-tenant-board-suspends-issuing-new-eviction-orders/; https://www.ontariocourts.ca/scj/chief-justice-court-order-susp-resid-evict/,,,,,,,,,,,,,,,CAN
Caracas,Caracas,Venezuela,City,10.4806,-66.9036,TRUE,"Venezuela announces 6-month rent suspension, guarantees workers’ wages, bans lay-offs https://www.peoplesworld.org/article/venezuela-announces-6-month-rent-suspension-guarantees-workers-wages-bans-lay-offs/",3,National / Nacional,https://www.reuters.com/article/us-health-coronavirus-venezuela-idUSKBN21A02V,,,,,,,,,,,,,,,VEN
,,Brazil,City,-15.8267,-47.9218,FALSE,"Foi proposto ontem (31/03/20) o projeto de lei n. 1179/2020, que se aprovado no congresso nacional, a lei irá impedir que inquilinos sejam despejados (no caso de ações ingressadas a partir de 20/03/2020). Se aprovada, os proprietários deverão suspender os pagamentos totalmente ou de forma parcial. A lei, entretanto, possui protecoes fracas, uma vez que os locatários deverão comprovar junto ao proprietário que sofreram alguma alteração financeira (ex. demissão, redução salário, suspensão do contrato de trabalho...);
A suspensão dos aluguéis com vencimento a partir de 20/03/2020 até o dia 30/10/2020 sera' aparada por lei federal.",1,Federal Law,https://www.redebrasilatual.com.br/cidadania/2020/03/projeto-de-lei-tenta-impedir-despejos-durante-crise-do-coronavirus/,,,,,,,,,,,,,,,BRA
Puerto Rico,Puerto Rico,United States,Country,,,TRUE,"Gov. Wanda Vázquez said measures include a 90-day moratorium for mortgages as well as car, personal and commercial loans that will not affect people's credit. She also announced a flurry of bonuses, including ones ranging from $2,000 to $4,000 for nurses, police and other emergency and medical workers. The United States District Court of Puerto Rico suspended all civil cases and stayed all eviction proceedings in foreclosure cases, citing the eviction moratorium issued by the U.S. Department of Housing and Urban Development and Federal Housing Finance Agency. The Court also denied all motions filed and pending judicial action in those foreclosure cases, which can be refiled on 5/30/20. Utility disconnections have been suspended.",3,Gubernatorial,https://www.prd.uscourts.gov/sites/default/files/documents/notices/Notice%2020-10%20VTC%205.4.2020%20w.%20attachment.pdf,,,,,,,,,,,,,,,PRI
West Virginia,West Virginia,United States,Country,,,TRUE,Supreme Court of Appeals of West Virginia stayed all court proceedings through 4/10 in all fifty-five counties in West Virginia between March 22 and April 10.,,Judicial,http://www.courtswv.gov/covid19/JudicialEmergencyDeclaredAmendedOrder4-3-20.pdf,,,,,,,,,,,,,,,USA
Guam,Guam,United States,Country,,,TRUE,"The Supreme Court of Guam has suspended all civil cases through 6/5/20. The Governor of Guam issued an emergency declaration prohibiting the initiation of any eviction or foreclosure actions involving real estate or property, whether rental or otherwise and tolled eviction and foreclosure actions currently in process for the duration of the public health emergency. The order does not clearly halt execution of past orders of eviction.",2,Judicial,http://www.guamsupremecourt.com/Administrative-Orders/images/AO2020-214.pdf,,,,,,,,,,,,,,,GUM
Palua,Palua,United States,Country,,,TRUE,"The Supreme Court of the Republic of Palau suspended normal court operations, including in person hearings and proceedings with limited exceptions (non-housing related) and tolled the filing dates until 4/17/20.",2,Judicial,http://www.palausupremecourt.net/upload/P1408/20326032554191.pdf,,,,,,,,,,,,,,,PLW
Virgin Islands,Virgin Islands,United States,Country,,,TRUE,The Supreme Court of the Virgin Islands stayed all orders of eviction and foreclosure until 6/1/20. Filings are essential service and will continue to be allowed.,2,Judicial,https://www.vicourts.org/UserFiles/Servers/Server_9784218/File/News/2020/Esig%20Admin%20Order%20-%20COVID%202020-004.pdf,,,,,,,,,,,,,,,VGB
,,Argentina,Country,,,TRUE,"Executive order to ban evictions (three months). Rents frozen and contracts are automatically renewed. Forbearance, including continued provision of utility services for households in arrears.",3,National,https://www.infobae.com/economia/2020/03/29/alquileres-congelados-inmobiliarias-e-inquilinos-estan-de-acuerdo-con-la-medida-y-creen-que-se-contemplaron-los-motivos-de-conflicto/,,,,,,,,,,,,,,,ARG
,,Australia,Country,,,TRUE,"Prime Minister announced that the States and Territories will be moving to put a six month moratorium on evictions under both commercial and residential leases if tenants encounter severe financial distress and are unable to meet their commitments. State and Territory governments also announced fiscal stimulus packages, together amounting to A$11.5 billion (0.6 percent of GDP), including payroll tax relief for businesses and relief for households, such as discount utility bills, cash payments to vulnerable households, and support for health spending.",3,National,https://www.mondaq.com/australia/landlord-tenant--leases/917536/covid-19-moratorium-on-evictions-under-both-commercial-and-residential-leases,,,,,,,,,,,,,,,AUS
,Queensland,Australia,State,,,TRUE,The state government will begin a three-month freeze on land tax for property owners who agree to provide rent reductions.,3,State Government,https://www.sbs.com.au/news/australia-s-coronavirus-lockdown-has-renters-and-landlords-in-a-bind,,,,,,,,,,,,,,,AUS
,,Austria,Country,,,TRUE,"Tenants can request that evictions are delayed, due to urgent need of housing. This may not be granted if landlords prove that they need the housing for themselves or would experience ""major economic disadvantages"". Rent for the months April, May, June can be paid later (until the end of the year), including a 4% interest rate. Contracts cannot be terminated for not paying rent during these three months. Also, landlords cannot go to court until the end of the year to get the rent for these months. If a temporary contract ends between 30 March and 1 July 2020, tenants can request a one-time extension until the end of the year or also shorter. Landlords can, however, refuse to grant an extension. Rent for businesses: based on pre-existing legislation in Austria rent for businesses can be reduced or suspended altogether if a business property can’t be used normally due to ‘extraordinary hazards’. Courts may decide on a case-by-case basis. The Austrian association of non-profit subsidized housing providers has announced that additional to a temporary stop of evictions caused by Corona-linked financial difficulties, tenants can also expect suspension and delays of their rental payments if needed. This is done on a case-by-case basis and there are no binding legal rights.",3,National,https://mietervereinigung.at/News/841/60164/COVID-19-FAQ-Was-Mieter-jetzt-wissen-muessen,,,,,,,,,,,,,,,AUT
Vienna,,Austria,City,48.2082,16.3738,TRUE,"The Vienna council housing (public housing) department has put a moratorium on evictions in the council housing sector. // The City of Vienna has simplified procedures to access housing benefits for tenants. For a limited time period of six months tenants can access benefits without submitting a (new) application. // Vienna's municipal housing company 'Wiener Wohnen' announces it's suspending evictions until 10 April 2020.  Vienna municipality prepared a care centre for 880 patients at Messe Wien to provide enough beds for the sick if necessary. The service will be open for homeless people as well.  Emergency shelters are to remain open 24 hours, but day centres have limited their capacities to secure social distancing. Vienna's local authorities have appealed for a stop of evictions due to the coronavirus crisis.",3,City Council,https://www.wien.gv.at/presse/2020/03/27/ludwig-gaal-stellen-corona-hilfspaket-vor-erleichterungen-bei-wohnbeihilfe-und-unterstuetzung-fuer-mieterinnen-von-geschaeftslokalen; https://www.wien.gv.at/amtshelfer/bauen-wohnen/wohnbaufoerderung/unterstuetzung/wohnbeihilfe-antrag.html; https://www.vienna.at/delogierungen-sollen-waehrend-corona-krise-ausgesetzt-werden/6563142; https://www.wien.gv.at/presse/bilder/2020/03/17; https://coronavirus.wien.gv.at/site/fsw-fuer-wienerinnen-und-wiener-da; https://www.vienna.at/delogierungen-sollen-waehrend-corona-krise-ausgesetzt-werden/6563142,,,,,,,,,,,,,,,AUT
Brussels,,Belgium,City,50.846557,4.351697,TRUE,"The Hotel President in Schaerbeek will be used to host families, which are currently accommodated in a Samusocial centre in Evere. The hotel can host 320 (not infected) persons and has a garden where children can play. Four Brussels municipalities (Forest, Ixelles, St. Gilles and St.Josse/Schaerbeek) requisitioned hotels to host homeless people.  Brussels municipality opens 15 confinment spaces for homeless infected by coronavirus at centre managed by the Red Cross. Brussels municipality announces 7.1m euros for those assisting vulnerable people, including the homeless. In the European Parliament premises in Brussels, two spaces will be created inside one of its buildings. One for the homeless, and another for those who leave the hospital but still cannot return home.",3,,https://feantsa.sharepoint.com/:w:/g/FEANTSA/ETY3cLSRYyxDt1hmpvVNpYIB3p0ZDiFFlA1XwMBRmkFIyw?e=cUAMGc; https://www.rtbf.be/info/regions/detail_15-places-de-confinement-pour-les-sans-abri-a-bruxelles?id=10459950https:// -trachte.brussels/2020/04/17/plan-sans-abri-et-migrants-situation-au-17-04-2020; https://www.euronews.com/2020/04/09/european-parliament-opens-doors-to-homeless-and-vulnerable-amid-coronavirus-crisis,,,,,,,,,,,,,,,BEL
La Louvière,,Belgium,City,50.479487,4.185268,TRUE,The social public centre to run 6 places where the homeless with Covid-19 symptoms can be confined.,3,,https://www.rtbf.be/info/regions/hainaut/detail_les-sdf-heberges-dans-des-stades-ou-hall-omnisports?id=10462022,,,,,,,,,,,,,,,BEL
Mons,,Belgium,City,50.454957,3.951958,TRUE,"The social public centre and the municipality agree to host the homeless at the Tondreau football stadium, where they can also use the showers.",2,,https://www.rtbf.be/info/regions/hainaut/detail_les-sdf-heberges-dans-des-stades-ou-hall-omnisports?id=10462022,,,,,,,,,,,,,,,BEL
,,Belgium,Country,,,TRUE,"All Belgian regions have suspended evictions until at least April 5 (17/03 Brussels, 18/03 Wallonia, 20/03 Flanders; The federal government grants a subsidy to the cities of Ghent, Antwerp, Li√®ge and Charleroi of in a total of 200,000 euro to give them the opportunity to open up places where sick homeless people can be housed in a safe and isolated way.  Those financially suffering from the COVID-19 crisis can pause their mortgage payments until the end of October, conditions apply.",3,National,https://www.hln.be/nieuws/binnenland/vlaamse-regering-verbiedt-uithuiszettingen-tijdens-coronacrisis~ac75f21a; https://www.apache.be/2020/03/26/extra-middelen-voor-voedselbanken-en-daklozenopvang/?sh=bab4d07b3f4d05e67be7a-997090934; https://www.vrt.be/vrtnws/nl/2020/03/31/wanneer-kan-je-uitstel-van-betaling-krijgen-voor-je-woonlening,,,,,,,,,,,,,,,BEL
,Maranhão,Brazil,State,,,TRUE,"Federal Resolution n°11, 3/26/2020, suspends evictions of Quilombola communities in Mranahão State, during the covid-crisis.",3,National,http://www.in.gov.br/en/web/dou/-/resolucao-n-11-de-26-de-marco-de-2020-249996300,,,,,,,,,,,,,,,BRA
,British Columbia,Canada,State,,,TRUE,B.C. is suspending evictions and freezing rent increases in an effort to help tenants make ends meet and keep their homes for the duration of the provincial COVID-19 emergency. The government is also offering a monthly rebate of up to $500 for three months to take some pressure off tenants struggling to make payments. Landlords are also getting $500 to help offset lack of rents.,3,National,https://www.cbc.ca/news/canada/british-columbia/covid-19-bc-renter-landlord-financial-help-1.5509636,,,,,,,,,,,,,,,CAN
,Québec,Canada,State,,,TRUE,Evictions are suspended,2,Provincial,https://montrealgazette.com/news/local-news/coronavirus-quebec-rental-board-suspends-eviction-hearings/,,,,,,,,,,,,,,,CAN
,Saskatchewan,Canada,State,,,TRUE,Evictions are suspended,2,Provincial,https://regina.ctvnews.ca/sask-suspends-evictions-during-covid-19-pandemic-1.4869618,,,,,,,,,,,,,,,CAN
,Manitoba,Canada,State,,,TRUE,"Postpones non-urgent eviction hearings, freezes rent increases",2,Provincial,https://www.winnipegfreepress.com/special/coronavirus/manitoba-moves-to-postpone-evictions-freeze-rent-569074212.html; https://news.gov.mb.ca/news/index.html?item=47219,,,,,,,,,,,,,,,CAN
,Alberta,Canada,State,,,TRUE,"Suspended evictions for non-payment of rent or utilities, froze rent increases",3,Provincial,https://www.landlordandtenant.org/covid-19-alberta-landlords-and-tenants/,,,,,,,,,,,,,,,CAN
